
popu_size,8
gene_size,8
best_one_steps::,[0 0 0 0 0 1 0 0 0]
time:,1.888880968093872
gen_best_length:,856.7538558254323
gen_best_evo:,237.9871821737312
gen_best_collision:,0
gen_best_genom:,[1 0 0 0 0 0 0 1 1]
gen_best_create_path_time:,0.009975194931030273
time:,1.888880968093872
gen_best_length:,855.9811293666487
gen_best_evo:,142.6635215611081
gen_best_collision:,0
gen_best_genom:,[0 0 0 0 0 0 0 1 1]
gen_best_create_path_time:,0.006012678146362305
time:,1.888880968093872
gen_best_length:,855.9811293666487
gen_best_evo:,142.6635215611081
gen_best_collision:,0
gen_best_genom:,[0 0 0 0 0 0 0 1 1]
gen_best_create_path_time:,0.005983829498291016
time:,1.888880968093872
gen_best_length:,855.9811293666487
gen_best_evo:,142.6635215611081
gen_best_collision:,0
gen_best_genom:,[0 0 0 0 0 0 0 1 1]
gen_best_create_path_time:,0.005016326904296875
time:,1.888880968093872
best_length:,855.9811293666487
best_evo:,142.6635215611081
best_collision:,0
best_genom:,[0 0 0 0 0 0 0 1 1]
best_create_path_time:,0.005016326904296875

popu_size,8
gene_size,8
best_one_steps::,[0 0 0 0 1 0 0 0 0]
time:,1.9683072566986084
gen_best_length:,864.7550297311188
gen_best_evo:,1000336.2936226733
gen_best_collision:,1
gen_best_genom:,[0 1 0 1 1 0 1 0 0]
gen_best_create_path_time:,0.014958620071411133
time:,1.9683072566986084
gen_best_length:,863.6099334179942
gen_best_evo:,1000239.8916481717
gen_best_collision:,1
gen_best_genom:,[0 0 0 1 1 0 1 0 0]
gen_best_create_path_time:,0.012957096099853516
time:,1.9683072566986084
gen_best_length:,862.7413756747443
gen_best_evo:,1000143.7902292791
gen_best_collision:,1
gen_best_genom:,[0 0 0 1 1 0 0 0 0]
gen_best_create_path_time:,0.005953788757324219
time:,1.9683072566986084
gen_best_length:,862.7413756747443
gen_best_evo:,1000143.7902292791
gen_best_collision:,1
gen_best_genom:,[0 0 0 1 1 0 0 0 0]
gen_best_create_path_time:,0.007002830505371094
time:,1.9683072566986084
best_length:,862.7413756747443
best_evo:,1000143.7902292791
best_collision:,1
best_genom:,[0 0 0 1 1 0 0 0 0]
best_create_path_time:,0.007002830505371094

popu_size,8
gene_size,8
best_one_steps::,[0 0 0 0 1 0 0 0 0]
time:,1.8021235466003418
gen_best_length:,864.1134704812441
gen_best_evo:,1000240.0315195781
gen_best_collision:,1
gen_best_genom:,[0 0 1 0 0 1 1 0 0]
gen_best_create_path_time:,0.008980512619018555
time:,1.8021235466003418
gen_best_length:,864.1868119300862
gen_best_evo:,1000192.0415137622
gen_best_collision:,1
gen_best_genom:,[0 1 0 0 0 1 0 0 0]
gen_best_create_path_time:,0.006018400192260742
time:,1.8021235466003418
gen_best_length:,864.1868119300862
gen_best_evo:,1000192.0415137622
gen_best_collision:,1
gen_best_genom:,[0 1 0 0 0 1 0 0 0]
gen_best_create_path_time:,0.007021188735961914
time:,1.8021235466003418
gen_best_length:,864.1868119300862
gen_best_evo:,1000192.0415137622
gen_best_collision:,1
gen_best_genom:,[0 1 0 0 0 1 0 0 0]
gen_best_create_path_time:,0.00698089599609375
time:,1.8021235466003418
best_length:,864.1868119300862
best_evo:,1000192.0415137622
best_collision:,1
best_genom:,[0 1 0 0 0 1 0 0 0]
