colision,2
distances,610.6696866656409
colision,0
distances,678.3963207490306
colision,16
distances,623.9535575482639
colision,0
distances,611.102955946809
colision,2
distances,602.2990795293031
colision,2
distances,600.3271675522483
colision,0
distances,645.4994239772658
colision,0
distances,603.5419500524608
colision,11
distances,757.8638106048335
colision,1
distances,668.1329816682352
colision,2
distances,832.8823971858048
colision,2
distances,675.7295927169068
colision,0
distances,642.7194436218834
colision,2
distances,638.3481333499963
colision,4
distances,659.1559122222357
