colision,1
distances,932.025328712286
colision,2
distances,620.3115970789073
colision,7
distances,918.4738933438387
colision,2
distances,571.342076595155
colision,0
distances,635.7469361185405
colision,2
distances,925.3838843322587
colision,2
distances,575.1986531280496
colision,2
distances,620.1376530804262
colision,0
distances,687.3671094597922
colision,0
distances,929.8793075971099
colision,12
distances,661.8914805770629
colision,13
distances,658.1492917292072
colision,13
distances,897.9360099812184
colision,0
distances,887.6482932761937
colision,2
distances,640.8098037033511
colision,2
distances,586.5811194391748
colision,1
distances,574.0021386077404
colision,1
distances,586.372614696696
colision,0
distances,569.9653966391637
colision,0
distances,584.3380750334803
colision,1
distances,573.9426469966324
colision,0
distances,579.5187923072685
colision,0
distances,579.8337593076636
colision,1
distances,582.5930114478276
colision,0
distances,583.1888348126321
colision,2
distances,589.010469268041
colision,0
distances,570.04632795155
colision,4
distances,582.8053612897077
colision,0
distances,568.8921567301213
colision,1
distances,595.1063259856109
colision,0
distances,611.4732707897349
colision,0
distances,835.0395875876311
colision,0
distances,600.7886736198344
colision,0
distances,643.2925633850416
colision,1
distances,666.064807556347
colision,0
distances,614.9775418482119
colision,2
distances,586.8733175969212
colision,0
distances,559.8084446848313
colision,2
distances,900.5143792349479
colision,0
distances,915.893109243274
colision,0
distances,844.8439479527553
colision,1
distances,853.1348024672039
colision,0
distances,895.9404767625745
colision,1
distances,605.7009815544769
colision,0
distances,639.764117587388
