colision,1
distances,553.9434172651238
colision,1
distances,559.8122765290625
colision,1
distances,558.8158154140075
colision,1
distances,553.8226056846338
colision,14
distances,562.0195904254358
colision,28
distances,566.408474386518
colision,2
distances,549.9376028989758
colision,1
distances,551.1325213939907
colision,1
distances,553.2151740420791
colision,1
distances,547.749618682369
colision,15
distances,559.985951521452
colision,1
distances,555.545972477673
colision,1
distances,543.3899241706802
colision,1
distances,560.4567021655696
colision,68
distances,545.7918620660666
colision,1
distances,559.3369644821727
colision,1
distances,559.6032415074229
colision,1
distances,557.2287608941668
colision,27
distances,557.6520869361424
colision,15
distances,545.2124343666138
colision,1
distances,543.4387739243349
colision,23
distances,551.19053120838
colision,20
distances,546.2460827553374
colision,1
distances,555.4086341064783
colision,26
distances,556.7350309967801
colision,20
distances,540.2388891172774
colision,1
distances,559.4857135303038
colision,27
distances,553.1265671494345
colision,2
distances,545.3179886241487
colision,1
distances,562.6129354462857
